Shop Code,Recency,Frequency,Monetary,Volatility,First_Year,True_Churn,R_Score,F_Score,M_Score,V_Score
Shop 393,16,9,15295.34,4.475707136148091,2023,0,3,2,3,4
Shop 394,9,10,14197.53,5.4696979653699005,2023,0,4,3,3,2
Shop 395,21,11,48520.07,1.422059914224282,2023,0,3,3,4,5
Shop 396,12,14,35348.0,6.019990437382534,2023,0,4,4,4,2
Shop 397,13,9,38087.19,7.401973000781358,2023,0,4,2,4,1
Shop 398,237,1,1872.5,0.0,2023,1,1,1,1,5
Shop 399,20,14,12529.65,2.518952490071757,2023,0,3,4,2,5
Shop 400,126,4,2224.84,2.904313088626171,2023,1,1,1,1,5
Shop 401,13,5,11867.8,7.234668981658553,2024,0,4,1,2,1
Shop 403,2,19,20842.51,4.30517757986012,2023,0,5,4,3,4
Shop 404,71,13,14831.2,5.00344712053238,2023,0,1,4,3,3
Shop 405,36,9,20637.84,3.547992780420173,2023,0,2,2,3,5
Shop 406,35,6,6818.39,4.6570041537116635,2023,0,2,2,2,3
Shop 407,7,23,37335.41,2.3317416218626605,2023,0,5,5,4,5
Shop 408,9,14,22101.59,4.777956020115574,2023,0,4,4,3,3
Shop 409,16,22,155439.61000000002,0.57131695338445,2023,0,3,5,5,5
Shop 410,118,7,191160.0,4.882803260785284,2023,0,1,2,5,3
Shop 411,40,6,12753.7,4.372520905037242,2023,0,2,2,2,4
Shop 412,0,19,24944.8,5.837689774871041,2023,0,5,4,4,2
Shop 413,44,4,5305.78,4.423452048433429,2023,0,2,1,1,4
Shop 414,15,10,24948.67,6.828769984404076,2023,0,3,3,4,1
Shop 415,2,12,7927.8099999999995,2.3650921935298377,2023,0,5,3,2,5
Shop 416,44,9,8410.97,4.538555370212514,2023,0,2,2,2,3
Shop 417,22,5,7331.17,4.387763212510935,2023,0,3,1,2,4
Shop 418,78,6,48848.83,6.575272431695263,2023,0,1,2,4,2
Shop 419,2,5,3431.02,3.8585024171115556,2023,0,5,1,1,4
Shop 420,132,10,32872.62,5.786407524668549,2023,0,1,3,4,2
Shop 421,15,21,56289.03,5.030252087127603,2023,0,3,5,5,3
Shop 422,6,11,28508.92,2.3394362579931967,2023,0,5,3,4,5
Shop 423,23,17,26241.34,5.134536250691182,2023,0,3,4,4,3
Shop 424,41,8,11042.880000000001,3.744483097736105,2023,0,2,2,2,4
Shop 425,7,19,22989.21,4.274057883327232,2023,0,5,4,3,4
Shop 426,0,64,222842.52,4.891664749332558,2023,0,5,5,5,3
Shop 427,15,17,154569.06,14.28067072505296,2023,0,3,4,5,1
Shop 428,15,18,224046.12,13.441812266874907,2023,0,3,4,5,1
Shop 429,14,4,13514.52,8.198052047255564,2023,1,3,1,2,1
Shop 430,15,7,53612.33,9.46578792951232,2023,0,3,2,5,1
Shop 431,2,2,511.47,2.449489742783178,2023,1,5,1,1,5
Shop 432,12,23,27360.74,4.890575056152832,2023,0,4,5,4,3
Shop 433,15,3,15601.45,6.742600108252217,2024,0,3,1,3,2
Shop 434,36,8,4297.12,3.1689755117680214,2023,0,2,2,1,5
Shop 435,14,11,9739.68,3.207053168951166,2023,0,3,3,2,5
Shop 436,29,11,81824.4,5.819081813444099,2023,0,2,3,5,2
Shop 437,62,4,3068.33,3.600328829677841,2023,0,1,1,1,4
Shop 438,30,17,70020.63,11.233818391637918,2023,0,2,4,5,1
Shop 439,20,15,87768.66,7.577157743208788,2023,0,3,4,5,1
Shop 440,34,16,48909.44,6.419620176859628,2023,0,2,4,4,2
Shop 441,15,20,26648.47,4.889557901316282,2023,0,3,5,4,3
Shop 442,20,12,8991.91,2.9486791616289323,2023,0,3,3,2,5
Shop 443,12,15,20164.05,6.172020807122569,2023,0,4,4,3,2
Shop 444,6,17,35941.12,5.225806893261629,2023,0,5,4,4,3
Shop 445,12,14,23425.75,6.718013785193843,2023,0,4,4,3,2
Shop 446,65,8,7911.07,4.431346487032032,2023,0,1,2,2,4
Shop 447,5,6,5427.02,4.143889878980115,2023,0,5,2,1,4
Shop 448,19,10,12931.76,5.036509745701584,2023,0,3,3,2,3
Shop 449,20,11,10770.93,2.816895564616801,2023,0,3,3,2,5
Shop 450,12,22,43538.63,4.65597868860668,2023,0,4,5,4,3
Shop 451,6,57,460966.28,4.480350894925992,2023,0,5,5,5,4
Shop 452,6,5,4834.25,5.159595773955487,2023,0,5,1,1,3
Shop 453,64,7,4753.05,2.313921925343693,2023,0,1,2,1,5
Shop 454,49,12,11889.09,5.468943505673512,2023,0,2,3,2,2
Shop 455,13,7,5745.62,2.769269926427486,2023,0,4,2,1,5
Shop 456,2,39,42467.88,4.106286562300711,2023,0,5,5,4,4
Shop 457,23,5,8597.87,6.074687802167794,2023,0,3,1,2,2
Shop 458,0,50,196460.49,7.8011679218428105,2023,0,5,5,5,1
Shop 459,29,6,5186.2,2.7426742882635025,2023,0,2,2,1,5
Shop 460,12,32,117738.59,2.8983711164012242,2023,0,4,5,5,5
Shop 461,8,10,16556.47,5.816826963753838,2023,0,4,3,3,2
Shop 462,2,5,15983.37,4.663925350936228,2023,0,5,1,3,3
Shop 463,35,5,3792.92,3.3028912953790828,2023,0,2,1,1,5
Shop 464,300,9,20225.5,3.950968106632212,2023,1,1,2,3,4
Shop 465,12,6,1917.0,2.799405272760701,2023,0,4,2,1,5
Shop 466,6,45,65643.18000000001,4.274377351301108,2023,0,5,5,5,4
Shop 467,8,38,179304.65,5.5507703258198395,2023,0,4,5,5,2
Shop 468,0,36,242203.21,11.130162881533261,2023,0,5,5,5,1
Shop 469,2,60,332741.44,6.140189766071812,2023,0,5,5,5,2
Shop 470,126,13,33122.62,10.071530621675354,2023,1,1,4,4,1
Shop 471,65,1,1618.22,0.0,2024,0,1,1,1,5
Shop 472,16,5,8333.24,4.905560268447276,2024,0,3,1,2,3
Shop 473,42,5,2351.67,2.9531781457802864,2023,0,2,1,1,5
Shop 474,100,1,198.95,0.0,2024,1,1,1,1,5
Shop 475,15,4,11659.82,8.0308613000563,2023,0,3,1,2,1
Shop 476,13,13,29869.54,4.939143411675103,2023,0,4,4,4,3
Shop 477,29,11,16371.03,4.798109815584324,2023,0,2,3,3,3
Shop 479,27,9,36872.1,4.070846317728605,2023,0,2,2,4,4
Shop 480,15,24,102111.59,8.668100862103024,2023,0,3,5,5,1
Shop 481,146,3,11060.34,8.940064032095032,2023,1,1,1,2,1
Shop 482,14,18,40272.85,5.573238134980308,2023,0,3,4,4,2
Shop 483,239,1,2535.36,0.0,2023,1,1,1,1,5
Shop 484,49,6,13990.32,5.1814995190906545,2023,0,2,2,2,3
Shop 485,30,8,11917.380000000001,5.314437391798003,2023,1,2,2,2,3
Shop 486,9,25,145025.12,6.68888999415194,2023,0,4,5,5,2
Shop 487,5,14,42749.13,6.769676157295718,2023,0,5,4,4,1
Shop 488,15,18,35276.73,5.192974603082979,2023,0,3,4,4,3
Shop 489,112,6,14192.19,7.130358757168705,2023,0,1,2,3,1
Shop 490,12,25,42289.35,6.651385299534998,2023,0,4,5,4,2
Shop 491,64,4,4589.05,4.763013664888829,2023,0,1,1,1,3
Shop 492,64,1,424.82,0.0,2024,0,1,1,1,5
Shop 493,29,16,65065.340000000004,7.687420809723543,2023,0,2,4,5,1
Shop 494,19,17,62791.13,6.743913859082483,2023,0,3,4,5,2
Shop 495,12,16,30431.16,5.732566242089013,2023,0,4,4,4,2
Shop 496,15,10,7222.83,4.690718330696309,2023,0,3,3,2,3
Shop 497,6,12,15312.42,3.7514737559198377,2023,0,5,3,3,4
Shop 498,16,17,28914.63,5.124875648363922,2023,0,3,4,4,3
Shop 499,13,17,51786.75,7.407850220785982,2023,0,4,4,4,1
Shop 500,5,2,3132.24,5.830951894845301,2024,1,5,1,1,2
Shop 501,26,13,10916.67,3.946161475894181,2023,0,2,4,2,4
Shop 502,29,10,29504.14,6.533383137515895,2023,0,2,3,4,2
Shop 503,2,19,75000.11,6.757963413582495,2023,0,5,4,5,2
Shop 504,15,11,32578.11,8.041494389435542,2023,0,3,3,4,1
Shop 505,9,18,63971.18,7.196135409874289,2023,0,4,4,5,1
Shop 506,2,7,44613.15,8.559643824196918,2023,0,5,2,4,1
Shop 507,29,18,54895.17,7.471818321328086,2023,0,2,4,5,1
Shop 508,5,11,29362.18,5.867130540485817,2023,0,5,3,4,2
Shop 509,16,23,53522.200000000004,7.364424568954951,2023,0,3,5,5,1
Shop 510,7,19,95573.54000000001,6.830800510238679,2023,0,5,4,5,1
Shop 511,2,11,26069.87,7.511064765045455,2023,0,5,3,4,1
Shop 512,16,17,71752.45,8.344383787854612,2023,0,3,4,5,1
Shop 513,7,22,57930.770000000004,5.514610338115892,2023,0,5,5,5,2
Shop 514,16,13,70333.74,13.468283435218739,2023,0,3,4,5,1
Shop 515,23,8,4292.53,2.3125633254907623,2023,0,3,2,1,5
Shop 516,14,16,76554.87,11.167740194660766,2023,0,3,4,5,1
Shop 517,0,25,63142.28,5.948100891793738,2023,0,5,5,5,2
Shop 518,30,13,11943.42,3.6030516551171274,2023,0,2,4,2,4
Shop 519,12,12,55182.69,10.363854638449698,2023,0,4,3,5,1
Shop 520,495,1,4087.85,0.0,2023,1,1,1,1,5
Shop 521,12,25,94300.58,8.050631689881742,2023,0,4,5,5,1
Shop 522,2,12,49111.37,5.61121658229966,2023,0,5,3,4,2
Shop 523,7,25,72447.64,6.104657828855229,2023,0,5,5,5,2
Shop 524,40,12,42513.07,6.799315113524219,2023,0,2,3,4,1
Shop 525,5,12,90593.67,8.024789029262461,2023,0,5,3,5,1
Shop 526,21,26,131373.58,2.5579653456102753,2023,0,3,5,5,5
Shop 527,27,9,19516.79,1.8481996431371872,2023,0,2,2,3,5
Shop 528,13,22,60586.11,5.883306145680053,2023,0,4,5,5,2
Shop 529,15,5,2974.93,2.6879844524599954,2023,0,3,1,1,5
Shop 530,9,15,24956.91,4.34938652458453,2023,0,4,4,4,4
Shop 531,111,2,1677.69,3.8729833462074184,2023,1,1,1,1,4
Shop 532,30,4,12558.31,9.06014388030554,2023,0,2,1,2,1
Shop 533,72,1,15504.82,0.0,2024,1,1,1,3,5
Shop 534,100,1,212.41,0.0,2024,1,1,1,1,5
Shop 535,7,14,15556.25,3.5086152349922806,2023,0,5,4,3,5
Shop 536,7,13,66902.69,8.193280115101217,2023,0,5,4,5,1
Shop 537,58,21,191529.71,7.258245879515036,2023,1,1,5,5,1
Shop 538,107,37,33207.3,3.520638783532172,2023,1,1,5,4,5
Shop 539,0,25,26093.14,4.4438782705453175,2023,0,5,5,4,4
Shop 540,142,2,13356.59,10.295630140986997,2023,1,1,1,2,1
Shop 541,9,19,26990.31,5.355477839155165,2023,0,4,4,4,3
Shop 542,148,2,6467.05,10.44030650891056,2023,0,1,1,1,1
Shop 543,412,5,6147.08,5.109439432230908,2023,1,1,1,1,3
Shop 544,8,26,47370.35,5.290251280254798,2023,0,4,5,4,3
Shop 545,16,20,78524.61,10.992135741292682,2023,0,3,5,5,1
Shop 546,0,31,81741.09,5.229114574394195,2023,0,5,5,5,3
Shop 547,113,11,18456.85,5.931097769467973,2023,0,1,3,3,2
Shop 548,5,21,77423.24,5.715994576583554,2023,0,5,5,5,2
Shop 549,26,7,9991.33,3.129624787105448,2023,0,2,2,2,5
Shop 550,12,16,40310.31,5.819082310510208,2023,0,4,4,4,2
Shop 551,34,8,6947.38,4.326004645597058,2023,0,2,2,2,4
Shop 552,85,2,740.19,2.82842712474619,2023,0,1,1,1,5
Shop 553,5,13,21262.36,4.126627476128565,2023,0,5,4,3,4
Shop 554,2,49,163344.25,6.703019986106562,2023,0,5,5,5,2
Shop 555,22,17,18447.91,4.483891230559544,2023,0,3,4,3,4
Shop 556,461,1,3461.31,0.0,2023,1,1,1,1,5
Shop 557,20,5,4717.35,4.127426215092287,2023,0,3,1,1,4
Shop 558,6,5,12036.05,5.436630887111806,2023,0,5,1,2,2
Shop 560,110,1,4907.83,0.0,2024,0,1,1,1,5
Shop 561,62,4,21919.85,4.306614073399235,2023,0,1,1,3,4
Shop 562,9,15,56835.74,7.421263050479499,2023,0,4,4,5,1
Shop 563,0,24,149933.34,7.97125995673274,2023,0,5,5,5,1
Shop 564,15,45,73057.56,4.927940181721273,2023,0,3,5,5,3
Shop 565,49,3,1931.83,3.2404457081973974,2023,0,2,1,1,5
Shop 566,36,11,14118.95,4.720929702971049,2023,0,2,3,3,3
Shop 567,7,10,12622.42,3.710256323834122,2023,0,5,3,2,4
Shop 568,8,16,115472.3,4.493001331880527,2023,1,4,4,5,3
Shop 569,2,39,87682.92,8.221684406309276,2023,0,5,5,5,1
Shop 570,13,11,22580.49,5.854397147137072,2023,0,4,3,3,2
Shop 571,49,7,8254.46,4.39177161284221,2023,0,2,2,2,4
Shop 572,2,13,12578.65,3.2856030055514442,2023,0,5,4,2,5
Shop 573,34,28,164880.06,11.949352113563453,2023,0,2,5,5,1
Shop 574,15,12,11043.02,3.9149783299704795,2023,0,3,3,2,4
Shop 575,90,3,1911.97,4.120535374821881,2023,0,1,1,1,4
Shop 576,14,1,7291.28,0.0,2024,0,3,1,2,5
Shop 577,0,14,33833.3,3.9935963944742556,2024,0,5,4,4,4
Shop 578,71,1,1094.31,0.0,2024,0,1,1,1,5
Shop 579,5,7,5400.72,3.7784295851054086,2023,0,5,2,1,4
Shop 580,21,12,41452.53,9.59622140856426,2023,0,3,3,4,1
Shop 581,19,9,23571.55,5.64324710341442,2023,0,3,2,3,2
Shop 582,8,14,18119.14,4.086208868515904,2023,0,4,4,3,4
Shop 583,23,6,6348.87,2.7416430749566616,2023,0,3,2,1,5
Shop 584,50,5,5163.15,5.219073504680286,2023,0,1,1,1,3
Shop 585,40,6,15803.33,6.214045056938395,2023,0,2,2,3,2
Shop 586,7,16,59026.66,8.20980392241049,2023,0,5,4,5,1
Shop 587,8,18,15321.54,3.2760484251525637,2023,0,4,4,3,5
Shop 588,2,19,29857.55,4.344193592423592,2023,0,5,4,4,4
Shop 589,0,33,632470.61,2.5615672441899644,2023,0,5,5,5,5
Shop 590,26,19,103488.41,4.056040722898867,2023,0,2,4,5,4
Shop 591,84,13,104874.63,3.4033338167635288,2023,1,1,4,5,5
Shop 592,15,9,20415.54,6.1060685530986145,2023,0,3,2,3,2
Shop 593,14,4,2449.79,3.0026985108577637,2023,1,3,1,1,5
Shop 594,20,14,66810.95,2.016506501765091,2023,0,3,4,5,5
Shop 595,26,15,99289.87,6.4414564838130675,2023,0,2,4,5,2
Shop 596,16,7,9232.75,4.285589689247289,2023,0,3,2,2,4
Shop 597,0,46,101230.38,5.926187620593051,2023,0,5,5,5,2
Shop 598,27,9,12066.4,4.240563260531892,2023,0,2,2,2,4
Shop 599,5,16,38211.14,5.848943668074577,2023,0,5,4,4,2
Shop 600,23,19,180384.49,11.391831470325272,2023,0,3,4,5,1
Shop 601,29,19,47466.51,5.944198446399819,2023,0,2,4,4,2
Shop 602,35,11,8438.47,3.158549022767611,2023,0,2,3,2,5
Shop 603,7,20,66286.53,5.775225481121799,2023,0,5,5,5,2
Shop 604,7,8,19430.77,5.491208248719974,2023,0,5,2,3,2
Shop 605,7,21,81183.76,6.093340599431637,2023,0,5,5,5,2
Shop 606,9,12,12933.05,4.683044766391155,2023,0,4,3,2,3
Shop 607,21,14,55200.62,3.4405917130133945,2023,0,3,4,5,5
Shop 608,36,7,7230.71,3.5601351367976823,2023,0,2,2,2,5
Shop 609,5,25,93298.1,6.06082384632505,2023,0,5,5,5,2
Shop 610,49,14,9986.99,3.0253094945188996,2023,1,2,4,2,5
Shop 611,6,9,16751.83,5.806430894181593,2023,0,5,2,3,2
Shop 612,13,21,43433.76,5.424061367443321,2023,0,4,5,4,2
Shop 613,41,11,10696.21,3.743241629207169,2023,0,2,3,2,4
Shop 614,20,13,18334.59,4.897752018384237,2023,0,3,4,3,3
Shop 615,5,19,20398.91,0.9968704886377425,2023,0,5,4,3,5
Shop 616,5,21,28169.68,4.671934929872572,2023,0,5,5,4,3
Shop 617,175,7,18149.2,5.220372135760159,2023,0,1,2,3,3
Shop 618,5,11,10425.66,3.528088317628334,2023,0,5,3,2,5
Shop 619,385,4,4877.24,5.246280841686015,2023,1,1,1,1,3
Shop 620,16,13,7662.9800000000005,2.4246732095858285,2023,0,3,4,2,5
Shop 621,113,3,3534.44,4.246089377297655,2023,0,1,1,1,4
Shop 622,7,3,14100.44,7.535845350296109,2023,0,5,1,3,1
Shop 623,36,18,18008.69,3.9128588563786937,2023,0,2,4,3,4
Shop 624,8,10,12564.89,4.59970266529995,2023,0,4,3,2,3
Shop 625,8,29,38852.42,3.9264766649784137,2023,0,4,5,4,4
Shop 626,2,82,241193.93,4.047237543003675,2023,0,5,5,5,4
Shop 627,49,4,1534.69,1.9363643519113485,2023,0,2,1,1,5
Shop 628,238,1,943.64,0.0,2023,1,1,1,1,5
Shop 629,7,16,22821.53,4.101912393453227,2023,0,5,4,3,4
Shop 630,12,32,87220.77,5.548070042117557,2023,0,4,5,5,2
Shop 631,7,6,3814.3300000000004,3.2894550225191037,2023,0,5,2,1,5
Shop 632,2,30,79723.84,1.8752106623230065,2023,0,5,5,5,5
Shop 633,5,10,12311.01,5.027079170713229,2023,0,5,3,2,3
Shop 634,27,4,2677.67,2.7133515244179938,2023,0,2,1,1,5
Shop 635,2,45,138001.68,6.833330524693476,2023,0,5,5,5,1
Shop 636,41,6,11712.15,5.292776169130571,2023,0,2,2,2,3
Shop 637,499,1,3324.7799999999997,0.0,2023,1,1,1,1,5
Shop 638,21,25,42571.21,5.0645980625564775,2023,0,3,5,4,3
Shop 639,2,20,25133.86,4.57880738152714,2023,0,5,5,4,3
Shop 640,470,2,3843.23,4.2426406871192865,2023,1,1,1,1,4
Shop 641,37,15,19933.49,4.7551256629069645,2023,0,2,4,3,3
Shop 642,29,12,25283.32,5.060213476665934,2023,0,2,3,4,3
Shop 643,399,8,17548.45,5.755236821269994,2023,1,1,2,3,2
Shop 644,2,8,11865.66,7.2219196354517745,2023,0,5,2,2,1
Shop 645,21,5,23153.76,9.544283723949697,2023,0,3,1,3,1
Shop 646,57,6,8424.79,4.591934078997495,2023,0,1,2,2,3
Shop 647,245,10,22592.88,5.949537249651165,2023,1,1,3,3,2
Shop 648,49,10,29941.02,7.217928078109977,2023,0,2,3,4,1
Shop 649,27,14,15549.25,6.29742449444766,2023,0,2,4,3,2
Shop 650,5,5,4040.69,2.718000137825065,2023,0,5,1,1,5
Shop 651,21,16,59162.74,7.111034921880965,2023,0,3,4,5,1
Shop 652,12,10,6063.16,2.5354474536607667,2023,0,4,3,1,5
Shop 653,9,40,870796.65,3.877159438619492,2023,0,4,5,5,4
Shop 654,9,12,153398.55,5.411187581095665,2023,0,4,3,5,2
Shop 655,176,2,4951.19,7.000000000000003,2023,0,1,1,1,1
Shop 656,0,10,21345.89,5.069904453506381,2023,0,5,3,3,3
Shop 657,15,16,36999.51,4.860183234481257,2023,0,3,4,4,3
Shop 658,0,6,6954.58,3.4389866669022315,2023,0,5,2,2,5
Shop 659,9,20,46966.16,5.630085210980936,2023,0,4,5,4,2
Shop 660,29,10,9813.36,3.1100368542965064,2023,0,2,3,2,5
Shop 661,147,2,1463.99,4.898979485566356,2023,1,1,1,1,3
Shop 663,8,1,620.79,0.0,2024,0,4,1,1,5
Shop 664,35,3,3824.11,6.177214927210471,2024,0,2,1,1,2
Shop 665,62,3,7348.88,5.399861330888253,2023,0,1,1,2,3
Shop 666,29,4,8924.37,5.809326312821218,2023,0,2,1,2,2
Shop 667,19,10,30382.33,7.134412542138454,2023,1,3,3,4,1
Shop 668,477,1,843.94,0.0,2023,1,1,1,1,5
Shop 669,29,11,13078.53,4.4045318754088,2023,0,2,3,2,4
Shop 670,469,2,4421.52,5.744562646538028,2023,1,1,1,1,2
Shop 671,15,15,26700.84,3.113733663146648,2023,0,3,4,4,5
Shop 672,69,2,1649.95,3.1622776601683795,2024,1,1,1,1,5
Shop 673,470,2,4987.36,6.557438524302003,2023,1,1,1,1,2
Shop 674,12,10,12292.800000000001,4.152775985662691,2023,0,4,3,2,4
Shop 675,190,1,1967.69,0.0,2023,0,1,1,1,5
Shop 676,169,3,5087.25,3.9980463979298704,2023,0,1,1,1,4
Shop 677,41,6,11790.76,6.001220525834575,2023,0,2,2,2,2
Shop 678,5,17,15873.97,3.8316461369029304,2023,0,5,4,3,4
Shop 679,398,3,11667.03,8.009208072874456,2023,1,1,1,2,1
Shop 680,7,7,7164.45,4.368175643750373,2023,0,5,2,2,4
Shop 681,44,3,4388.54,4.024232155883213,2023,0,2,1,1,4
Shop 682,398,3,14630.87,7.597001658631396,2023,1,1,1,3,1
Shop 683,36,24,327702.92,2.0286950184691226,2023,0,2,5,5,5
Shop 684,26,7,8859.24,5.998533370442839,2023,0,2,2,2,2
Shop 685,5,9,28071.22,7.258162109611671,2023,0,5,2,4,1
Shop 686,14,11,13598.39,3.7696083788549934,2023,0,3,3,2,4
Shop 687,350,4,5964.4400000000005,4.902351754236118,2023,0,1,1,1,3
Shop 688,72,8,22556.12,6.4252262075782935,2023,1,1,2,3,2
Shop 689,70,3,16332.65,8.701791948966427,2023,0,1,1,3,1
Shop 690,0,37,65641.52,5.446551516855674,2023,0,5,5,5,2
Shop 691,5,27,49429.6,4.872815584850032,2023,0,5,5,4,3
Shop 692,23,12,28247.23,5.920518778796235,2023,0,3,3,4,2
Shop 693,329,2,1223.45,3.464101615137755,2023,1,1,1,1,5
Shop 694,103,5,7152.4400000000005,4.0943475630695,2023,0,1,1,2,4
Shop 696,35,10,25284.69,5.869241431557149,2023,0,2,3,4,2
Shop 697,19,9,47665.88,9.271448294161377,2023,0,3,2,4,1
Shop 698,23,5,8218.37,5.666395631063163,2023,0,3,1,2,2
Shop 699,72,6,31196.74,9.694457200098645,2023,0,1,2,4,1
Shop 700,15,17,33588.590000000004,5.536406066791906,2023,0,3,4,4,2
Shop 701,15,11,29869.56,6.282381641409473,2023,0,3,3,4,2
Shop 702,0,19,87069.06,8.352105630002884,2023,0,5,4,5,1
Shop 703,12,6,38815.6,6.906308251873484,2023,0,4,2,4,1
Shop 704,0,10,24226.73,5.56113337941941,2023,0,5,3,3,2
Shop 705,0,14,50740.17,5.643664125994181,2023,0,5,4,4,2
Shop 706,15,21,23674.18,4.232872038484543,2023,0,3,5,3,4
Shop 707,5,11,15156.11,4.261785281480852,2023,0,5,3,3,4
Shop 708,100,3,1370.73,2.748482804312382,2023,0,1,1,1,5
Shop 710,20,35,41868.97,4.092402104967311,2023,0,3,5,4,4
Shop 711,5,17,14314.41,3.6279622959304305,2023,0,5,4,3,4
Shop 712,37,13,20493.13,3.816299074711747,2023,0,2,4,3,4
Shop 713,16,11,24494.28,5.1471134709063096,2023,0,3,3,3,3
Shop 714,14,21,34032.66,7.054654910893889,2023,0,3,5,4,1
Shop 715,16,22,64618.99,7.497679900147745,2023,0,3,5,5,1
Shop 716,79,4,9772.15,5.496645474615947,2023,0,1,1,2,2
Shop 717,0,12,44160.78,5.380848029789494,2023,0,5,3,4,3
Shop 718,7,16,49548.03,5.522751845516378,2023,0,5,4,4,2
Shop 719,9,15,18427.45,5.136178650841864,2023,0,4,4,3,3
Shop 720,16,4,14954.86,4.05132961339505,2023,0,3,1,3,4
Shop 721,8,12,23041.03,5.502364666459048,2023,0,4,3,3,2
Shop 722,62,5,2916.43,2.7789415867592235,2023,0,1,1,1,5
