Shop Code,Recency,Frequency,Monetary,Volatility,First_Year,True_Churn,R_Score,F_Score,M_Score,V_Score,Segment,Average Order Value,YTD_RLV,Trans_num_orders,Trans_avg_order_value,Expected Lifetime Orders,Expected RLV
Shop 541,9,19,26990.31,5.355477839155165,2023,0,4,4,4,3,Loyal,1420.5426315789475,32813.090000000004,23,1426.656086956522,12.303564932949673,17477.738507654783
Shop 542,148,2,6467.05,10.44030650891056,2023,0,1,1,1,1,At Risk,3233.525,8052.7,3,2684.233333333333,12.303564932949673,39783.88479981609
Shop 543,412,5,6147.08,5.109439432230908,2023,1,1,1,1,3,At Risk,1229.416,6147.08,5,1229.416,12.303564932949673,15126.199585607254
Shop 544,8,26,47370.35,5.290251280254798,2023,0,4,5,4,3,Loyal,1821.9365384615385,53402.21,30,1780.0736666666667,12.303564932949673,22416.314504675098
Shop 545,16,20,78524.61,10.992135741292682,2023,0,3,5,5,1,At Risk,3926.2305,96679.11,23,4203.439565217392,12.303564932949673,48306.63189847746
Shop 546,0,31,81741.09,5.229114574394195,2023,0,5,5,5,3,VIP,2636.8093548387096,103799.85,38,2731.5750000000003,12.303564932949673,32442.155113067198
Shop 547,113,11,18456.85,5.931097769467973,2023,0,1,3,3,2,At Risk,1677.8954545454544,22727.24,13,1748.249230769231,12.303564932949673,20644.095675701104
Shop 548,5,21,77423.24,5.715994576583554,2023,0,5,5,5,2,VIP,3686.820952380953,89291.35,24,3720.472916666667,12.303564932949673,45361.04098377841
Shop 549,26,7,9991.33,3.129624787105448,2023,0,2,2,2,5,At Risk,1427.3328571428572,11302.57,8,1412.82125,12.303564932949673,17561.282488789722
Shop 550,12,16,40310.31,5.819082310510208,2023,0,4,4,4,2,Loyal,2519.394375,53143.11,21,2530.6242857142856,12.303564932949673,30997.532284520657
Shop 551,34,8,6947.38,4.326004645597058,2023,0,2,2,2,4,At Risk,868.4225,7449.65,9,827.7388888888888,12.303564932949673,10684.692617984487
Shop 552,85,2,740.19,2.82842712474619,2023,0,1,1,1,5,Dormant,370.095,1426.28,3,475.4266666666667,12.303564932949673,4553.487863860009
Shop 553,5,13,21262.36,4.126627476128565,2023,0,5,4,3,4,Loyal,1635.5661538461538,25824.04,17,1519.0611764705882,12.303564932949673,20123.29437598091
Shop 554,2,49,163344.25,6.703019986106562,2023,0,5,5,5,2,VIP,3333.5561224489797,187341.6,56,3345.3857142857146,12.303564932949673,41014.624210182956
Shop 555,22,17,18447.91,4.483891230559544,2023,0,3,4,3,4,At Risk,1085.1711764705883,24040.58,21,1144.7895238095239,12.303564932949673,13351.474033071272
Shop 556,461,1,3461.31,0.0,2023,1,1,1,1,5,Dormant,3461.31,3461.31,1,3461.31,12.303564932949673,42586.45233806803
Shop 557,20,5,4717.35,4.127426215092287,2023,0,3,1,1,4,At Risk,943.47,6027.3,7,861.0428571428572,12.303564932949673,11608.044407290028
Shop 558,6,5,12036.05,5.436630887111806,2023,0,5,1,2,2,Promising,2407.21,17640.88,7,2520.1257142857144,12.303564932949673,29617.264542245783
Shop 560,110,1,4907.83,0.0,2024,0,1,1,1,5,Dormant,4907.83,10566.72,2,5283.36,12.303564932949673,60383.80508487839
Shop 561,62,4,21919.85,4.306614073399235,2023,0,1,1,3,4,At Risk,5479.9625,28818.63,5,5763.726000000001,12.303564932949673,67423.07444887921
Shop 562,9,15,56835.74,7.421263050479499,2023,0,4,4,5,1,Loyal,3789.0493333333334,67601.96,17,3976.5858823529416,12.303564932949673,46618.814506816336
Shop 563,0,24,149933.34,7.97125995673274,2023,0,5,5,5,1,VIP,6247.2225,177550.94,27,6575.960740740741,12.303564932949673,76863.10767933419
Shop 564,15,45,73057.56,4.927940181721273,2023,0,3,5,5,3,At Risk,1623.5013333333334,91939.9,55,1671.6345454545453,12.303564932949673,19974.854073397037
Shop 565,49,3,1931.83,3.2404457081973974,2023,0,2,1,1,5,At Risk,643.9433333333333,2077.69,4,519.4225,12.303564932949673,7922.798614806721
Shop 566,36,11,14118.95,4.720929702971049,2023,0,2,3,3,3,At Risk,1283.540909090909,18892.68,15,1259.512,12.303564932949673,15792.128919097253
Shop 567,7,10,12622.42,3.710256323834122,2023,0,5,3,2,4,Promising,1262.242,15840.58,13,1218.506153846154,12.303564932949673,15530.07640809626
Shop 568,8,16,115472.3,4.493001331880527,2023,1,4,4,5,3,Loyal,7217.01875,115472.3,16,7217.01875,12.303564932949673,88795.05881294029
Shop 569,2,39,87682.92,8.221684406309276,2023,0,5,5,5,1,VIP,2248.2799999999997,115584.13,52,2222.771730769231,12.303564932949673,27661.858967452088
Shop 570,13,11,22580.49,5.854397147137072,2023,0,4,3,3,2,Loyal,2052.771818181818,26627.65,13,2048.2807692307692,12.303564932949673,25256.41135752916
Shop 571,49,7,8254.46,4.39177161284221,2023,0,2,2,2,4,At Risk,1179.2085714285713,10213.96,11,928.5418181818181,12.303564932949673,14508.46922806225
Shop 572,2,13,12578.65,3.285603005551444,2023,0,5,4,2,5,Promising,967.5884615384615,15460.529999999999,16,966.2831249999999,12.303564932949673,11904.787464911338
Shop 573,34,28,164880.06,11.949352113563451,2023,0,2,5,5,1,At Risk,5888.573571428571,210188.68,37,5680.775135135135,12.303564932949673,72450.44729852278
Shop 574,15,12,11043.02,3.914978329970479,2023,0,3,3,2,4,At Risk,920.2516666666667,14775.18,15,985.0120000000001,12.303564932949673,11322.376135488492
Shop 575,90,3,1911.97,4.120535374821881,2023,0,1,1,1,4,At Risk,637.3233333333334,1941.0,4,485.25,12.303564932949673,7841.349014950596
Shop 576,14,1,7291.28,0.0,2024,0,3,1,2,5,At Risk,7291.28,33351.24,4,8337.81,12.303564932949673,89708.73692431729
Shop 577,0,14,33833.3,3.993596394474256,2024,0,5,4,4,4,Loyal,2416.664285714286,77216.26000000001,28,2757.7235714285716,12.303564932949673,29733.58596042616
Shop 578,71,1,1094.31,0.0,2024,0,1,1,1,5,Dormant,1094.31,3190.09,4,797.5225,12.303564932949673,13463.914141776157
Shop 579,5,7,5400.72,3.7784295851054086,2023,0,5,2,1,4,Promising,771.5314285714286,6665.9,8,833.2375,12.303564932949673,9492.587029239994
Shop 580,21,12,41452.53,9.59622140856426,2023,0,3,3,4,1,At Risk,3454.3775,52846.72,18,2935.928888888889,12.303564932949673,42501.157874170356
Shop 581,19,9,23571.55,5.64324710341442,2023,0,3,2,3,2,At Risk,2619.061111111111,29802.66,12,2483.555,12.303564932949673,32223.788443918875
Shop 582,8,14,18119.14,4.086208868515904,2023,0,4,4,3,4,Loyal,1294.2242857142858,23058.59,17,1356.3876470588236,12.303564932949673,15923.572537086124
Shop 583,23,6,6348.87,2.7416430749566616,2023,0,3,2,1,5,At Risk,1058.145,9823.18,8,1227.8975,12.303564932949673,13018.955715976032
Shop 584,50,5,5163.15,5.219073504680286,2023,0,1,1,1,3,At Risk,1032.6299999999999,7983.35,6,1330.5583333333334,12.303564932949673,12705.03025671182
Shop 585,40,6,15803.33,6.214045056938395,2023,0,2,2,3,2,At Risk,2633.8883333333333,20422.04,7,2917.434285714286,12.303564932949673,32406.216135305258
Shop 586,7,16,59026.66,8.20980392241049,2023,0,5,4,5,1,VIP,3689.16625,78915.91,25,3156.6364000000003,12.303564932949673,45389.89650532145
Shop 587,8,18,15321.54,3.2760484251525637,2023,0,4,4,3,5,Loyal,851.1966666666667,17405.59,21,828.837619047619,12.303564932949673,10472.753459043652
Shop 588,2,19,29857.55,4.344193592423592,2023,0,5,4,4,4,VIP,1571.45,33147.47,23,1441.194347826087,12.303564932949673,19334.437113883763
Shop 589,0,33,632470.61,2.5615672441899644,2023,0,5,5,5,5,Promising,19165.776060606062,871506.66,46,18945.79695652174,12.303564932949673,235807.37025203908
Shop 590,26,19,103488.41,4.056040722898867,2023,0,2,4,5,4,At Risk,5446.758421052632,117317.0,22,5332.590909090909,12.303564932949673,67014.54590751149
Shop 591,84,13,104874.63,3.4033338167635288,2023,1,1,4,5,5,At Risk,8067.279230769231,104874.62999999999,13,8067.27923076923,12.303564932949673,99256.29384800552
Shop 592,15,9,20415.54,6.1060685530986145,2023,0,3,2,3,2,At Risk,2268.3933333333334,27566.37,12,2297.1974999999998,12.303564932949673,27909.32467013682
Shop 593,14,4,2449.79,3.0026985108577637,2023,1,3,1,1,5,At Risk,612.4475,2449.79,4,612.4475,12.303564932949673,7535.287584272694
Shop 594,20,14,66810.95,2.016506501765091,2023,0,3,4,5,5,At Risk,4772.210714285714,86958.54,17,5115.208235294117,12.303564932949673,58715.20439693242
Shop 595,26,15,99289.87,6.4414564838130675,2023,0,2,4,5,2,At Risk,6619.324666666666,139834.78,19,7359.725263157895,12.303564932949673,81441.29084860878
Shop 596,16,7,9232.75,4.285589689247289,2023,0,3,2,2,4,At Risk,1318.9642857142858,12119.84,9,1346.648888888889,12.303564932949673,16227.9627335273
Shop 597,0,46,101230.38,5.926187620593051,2023,0,5,5,5,2,VIP,2200.6604347826087,120154.17,58,2071.623620689655,12.303564932949673,27075.968554721087
Shop 598,27,9,12066.4,4.240563260531892,2023,0,2,2,2,4,At Risk,1340.711111111111,15691.17,12,1307.5975,12.303564932949673,16495.526211882658
Shop 599,5,16,38211.14,5.848943668074577,2023,0,5,4,4,2,VIP,2388.19625,47866.42,19,2519.285263157895,12.303564932949673,29383.32763450191
Shop 600,23,19,180384.49,11.391831470325272,2023,0,3,4,5,1,At Risk,9493.92052631579,217226.27,23,9444.620434782608,12.303564932949673,116809.06766379005
Shop 601,29,19,47466.51,5.944198446399819,2023,0,2,4,4,2,At Risk,2498.237368421053,57970.98,22,2635.0445454545456,12.303564932949673,30737.22568028974
Shop 602,35,11,8438.47,3.158549022767611,2023,0,2,3,2,5,At Risk,767.1336363636364,11070.06,13,851.5430769230769,12.303564932949673,9438.478507249802
Shop 603,7,20,66286.53,5.775225481121799,2023,0,5,5,5,2,VIP,3314.3265,86014.81999999999,26,3308.2623076923073,12.303564932949673,40778.031301745825
Shop 604,7,8,19430.77,5.491208248719974,2023,0,5,2,3,2,Loyal,2428.84625,22445.63,9,2493.958888888889,12.303564932949673,29883.467549026314
Shop 605,7,21,81183.76,6.093340599431637,2023,0,5,5,5,2,VIP,3865.893333333333,95867.82,25,3834.7128000000002,12.303564932949673,47564.269650523915
Shop 606,9,12,12933.05,4.683044766391155,2023,0,4,3,2,3,Promising,1077.7541666666666,18713.23,16,1169.576875,12.303564932949673,13260.218371340396
Shop 607,21,14,55200.62,3.4405917130133945,2023,0,3,4,5,5,At Risk,3942.901428571429,66124.25,18,3673.5694444444443,12.303564932949673,48511.7437506486
Shop 608,36,7,7230.71,3.5601351367976823,2023,0,2,2,2,5,At Risk,1032.9585714285715,10610.08,10,1061.008,12.303564932949673,12709.072856618362
Shop 609,5,25,93298.1,6.06082384632505,2023,0,5,5,5,2,VIP,3731.9240000000004,108300.36,30,3610.012,12.303564932949673,45915.96925883328
Shop 610,49,14,9986.99,3.0253094945188996,2023,1,2,4,2,5,At Risk,713.3564285714285,9986.99,14,713.3564285714285,12.303564932949673,8776.827139265646
Shop 611,6,9,16751.83,5.806430894181593,2023,0,5,2,3,2,Loyal,1861.3144444444447,23190.65,12,1932.5541666666668,12.303564932949673,22900.80312785937
Shop 612,13,21,43433.76,5.424061367443321,2023,0,4,5,4,2,Loyal,2068.2742857142857,49962.09,24,2081.75375,12.303564932949673,25447.146973435818
Shop 613,41,11,10696.21,3.743241629207169,2023,0,2,3,2,4,At Risk,972.3827272727272,13019.24,14,929.9457142857143,12.303564932949673,11963.77402467869
Shop 614,20,13,18334.59,4.897752018384237,2023,0,3,4,3,3,At Risk,1410.353076923077,19175.14,14,1369.652857142857,12.303564932949673,17352.370660308443
Shop 615,5,19,20398.91,0.9968704886377424,2023,0,5,4,3,5,Promising,1073.6268421052632,24636.15,23,1071.1369565217392,12.303564932949673,13209.437565599812
Shop 616,5,21,28169.68,4.671934929872572,2023,0,5,5,4,3,VIP,1341.4133333333334,43780.049999999996,32,1368.1265624999999,12.303564932949673,16504.16604859113
Shop 617,175,7,18149.2,5.220372135760159,2023,0,1,2,3,3,At Risk,2592.7428571428572,25114.09,9,2790.4544444444446,12.303564932949673,31899.9800972986
Shop 618,5,11,10425.66,3.528088317628334,2023,0,5,3,2,5,Promising,947.7872727272727,12167.33,13,935.9484615384615,12.303564932949673,11661.16225262328
Shop 619,385,4,4877.24,5.246280841686015,2023,1,1,1,1,3,At Risk,1219.31,4877.24,4,1219.31,12.303564932949673,15001.859758394865
Shop 620,16,13,7662.98,2.4246732095858285,2023,0,3,4,2,5,At Risk,589.4599999999999,9669.470000000001,16,604.3418750000001,12.303564932949673,7252.459385376513
Shop 621,113,3,3534.44,4.246089377297655,2023,0,1,1,1,4,At Risk,1178.1466666666668,4167.4,4,1041.85,12.303564932949673,14495.404013871548
Shop 622,7,3,14100.44,7.535845350296109,2023,0,5,1,3,1,Loyal,4700.1466666666665,16432.010000000002,4,4108.0025000000005,12.303564932949673,57828.55970772029
Shop 623,36,18,18008.69,3.9128588563786937,2023,0,2,4,3,4,At Risk,1000.4827777777778,23471.66,21,1117.6980952380952,12.303564932949673,12309.504820686747
Shop 624,8,10,12564.89,4.59970266529995,2023,0,4,3,2,3,Promising,1256.489,14732.810000000001,12,1227.7341666666669,12.303564932949673,15459.293999037001
Shop 625,8,29,38852.42,3.9264766649784137,2023,0,4,5,4,4,Loyal,1339.7386206896551,46099.340000000004,32,1440.6043750000001,12.303564932949673,16483.561112835603
Shop 626,2,82,241193.93,4.047237543003675,2023,0,5,5,5,4,VIP,2941.389390243902,273422.75,100,2734.2275,12.303564932949673,36189.575355955094
Shop 627,49,4,1534.69,1.9363643519113485,2023,0,2,1,1,5,At Risk,383.6725,1979.88,6,329.98,12.303564932949673,4720.539516737133
Shop 628,238,1,943.64,0.0,2023,1,1,1,1,5,Dormant,943.64,943.64,1,943.64,12.303564932949673,11610.136013328629
Shop 629,7,16,22821.53,4.101912393453227,2023,0,5,4,3,4,Loyal,1426.345625,28470.53,20,1423.5265,12.303564932949673,17549.13601401618
Shop 630,12,32,87220.77,5.548070042117557,2023,0,4,5,5,2,Loyal,2725.6490625,110635.13,37,2990.138648648649,12.303564932949673,33535.20022490215
Shop 631,7,6,3814.33,3.2894550225191037,2023,0,5,2,1,5,Promising,635.7216666666667,4286.42,7,612.3457142857143,12.303564932949673,7821.642805116321
Shop 632,2,30,79723.84,1.8752106623230065,2023,0,5,5,5,5,Promising,2657.461333333333,91252.91,35,2607.226,12.303564932949673,32696.24807146968
Shop 633,5,10,12311.01,5.027079170713229,2023,0,5,3,2,3,Promising,1231.101,16159.56,13,1243.0430769230768,12.303564932949673,15146.931092519277
Shop 634,27,4,2677.67,2.7133515244179938,2023,0,2,1,1,5,At Risk,669.4175,5079.5,7,725.6428571428571,12.303564932949673,8236.221678502838
Shop 635,2,45,138001.68,6.833330524693476,2023,0,5,5,5,1,VIP,3066.7039999999997,170175.8,57,2985.540350877193,12.303564932949673,37731.39179413649
Shop 636,41,6,11712.15,5.292776169130571,2023,0,2,2,2,3,At Risk,1952.0249999999999,13445.61,7,1920.8014285714287,12.303564932949673,24016.866338241085
Shop 637,499,1,3324.7799999999997,0.0,2023,1,1,1,1,5,Dormant,3324.7799999999997,3324.7799999999997,1,3324.7799999999997,12.303564932949673,40906.64661777241
Shop 638,21,25,42571.21,5.0645980625564775,2023,0,3,5,4,3,At Risk,1702.8483999999999,51575.23,28,1841.9725,12.303564932949673,20951.105860369455
Shop 639,2,20,25133.86,4.57880738152714,2023,0,5,5,4,3,VIP,1256.693,29866.96,24,1244.4566666666667,12.303564932949673,15461.803926283323
Shop 640,470,2,3843.23,4.2426406871192865,2023,1,1,1,1,4,At Risk,1921.615,3843.2300000000005,2,1921.6150000000002,12.303564932949673,23642.714928630085
Shop 641,37,15,19933.49,4.7551256629069645,2023,0,2,4,3,3,At Risk,1328.8993333333335,23034.21,20,1151.7105,12.303564932949673,16350.1992370202
Shop 642,29,12,25283.32,5.060213476665934,2023,0,2,3,4,3,At Risk,2106.943333333333,37285.51,16,2330.344375,12.303564932949673,25922.914111712093
Shop 643,399,8,17548.45,5.755236821269994,2023,1,1,2,3,2,At Risk,2193.55625,17548.45,8,2193.55625,12.303564932949673,26988.561755952585
Shop 644,2,8,11865.66,7.2219196354517745,2023,0,5,2,2,1,Promising,1483.2075,16069.5,10,1606.95,12.303564932949673,18248.73978528795
Shop 645,21,5,23153.76,9.544283723949697,2023,0,3,1,3,1,At Risk,4630.7519999999995,28033.93,6,4672.321666666667,12.303564932949673,56974.75792038655
Shop 646,57,6,8424.79,4.591934078997495,2023,0,1,2,2,3,At Risk,1404.131666666667,11367.1,7,1623.8714285714286,12.303564932949673,17275.82513524418
Shop 647,245,10,22592.88,5.949537249651165,2023,1,1,3,3,2,At Risk,2259.288,22592.88,10,2259.288,12.303564932949673,27797.296610234
Shop 648,49,10,29941.02,7.217928078109977,2023,0,2,3,4,1,At Risk,2994.102,40724.08,13,3132.6215384615384,12.303564932949673,36838.12837287448
Shop 649,27,14,15549.25,6.29742449444766,2023,0,2,4,3,2,At Risk,1110.6607142857142,20953.63,19,1102.8226315789475,12.303564932949673,13665.08621669055
Shop 650,5,5,4040.69,2.718000137825065,2023,0,5,1,1,5,Promising,808.138,4255.93,7,607.99,12.303564932949673,9942.978357784083
Shop 651,21,16,59162.74,7.111034921880965,2023,0,3,4,5,1,At Risk,3697.67125,69574.72,19,3661.8273684210526,12.303564932949673,45494.53832507618
Shop 652,12,10,6063.16,2.5354474536607667,2023,0,4,3,1,5,Promising,606.316,7399.44,11,672.6763636363636,12.303564932949673,7459.848275886314
Shop 653,9,40,870796.65,3.877159438619492,2023,0,4,5,5,4,Loyal,21769.916250000002,1044494.8099999999,49,21316.220612244895,12.303564932949673,267847.57816675125
Shop 654,9,12,153398.55,5.411187581095665,2023,0,4,3,5,2,Loyal,12783.2125,200378.6,21,9541.838095238096,12.303564932949673,157279.0850454439
Shop 655,176,2,4951.19,7.000000000000003,2023,0,1,1,1,1,At Risk,2475.595,6003.97,3,2001.3233333333335,12.303564932949673,30458.64383018554
Shop 656,0,10,21345.89,5.069904453506381,2023,0,5,3,3,3,Loyal,2134.589,24520.13,12,2043.3441666666668,12.303564932949673,26263.054366660108
Shop 657,15,16,36999.51,4.860183234481257,2023,0,3,4,4,3,At Risk,2312.469375,46547.840000000004,20,2327.3920000000003,12.303564932949673,28451.617110770047
Shop 658,0,6,6954.58,3.4389866669022315,2023,0,5,2,2,5,Promising,1159.0966666666666,8906.14,8,1113.2675,12.303564932949673,14261.021101898856
Shop 659,9,20,46966.16,5.630085210980936,2023,0,4,5,4,2,Loyal,2348.308,54919.130000000005,23,2387.7882608695654,12.303564932949673,28892.55996056518
Shop 660,29,10,9813.36,3.1100368542965064,2023,0,2,3,2,5,At Risk,981.336,12616.61,13,970.5084615384616,12.303564932949673,12073.9311970411
Shop 661,147,2,1463.99,4.898979485566356,2023,1,1,1,1,3,At Risk,731.995,1463.99,2,731.995,12.303564932949673,9006.148013094496
Shop 663,8,1,620.79,0.0,2024,0,4,1,1,5,Promising,620.79,1137.36,2,568.68,12.303564932949673,7637.930074725827
Shop 664,35,3,3824.11,6.177214927210471,2024,0,2,1,1,2,At Risk,1274.7033333333334,7230.73,5,1446.146,12.303564932949673,15683.395231914059
Shop 665,62,3,7348.88,5.399861330888253,2023,0,1,1,2,3,At Risk,2449.6266666666666,11389.0,5,2277.8,12.303564932949673,30139.140754818396
Shop 666,29,4,8924.37,5.809326312821218,2023,0,2,1,2,2,At Risk,2231.0925,12387.86,5,2477.572,12.303564932949673,27450.39144516702
Shop 667,19,10,30382.33,7.134412542138454,2023,1,3,3,4,1,At Risk,3038.233,30382.33,10,3038.233,12.303564932949673,37381.096996930486
Shop 668,477,1,843.94,0.0,2023,1,1,1,1,5,Dormant,843.94,843.94,1,843.94,12.303564932949673,10383.470589513547
Shop 669,29,11,13078.53,4.4045318754088,2023,0,2,3,2,4,At Risk,1188.9572727272728,14977.39,12,1248.1158333333333,12.303564932949673,14628.413007502753
Shop 670,469,2,4421.52,5.744562646538028,2023,1,1,1,1,2,At Risk,2210.76,4421.52,2,2210.76,12.303564932949673,27200.22921116782
Shop 671,15,15,26700.84,3.113733663146648,2023,0,3,4,4,5,At Risk,1780.056,34018.16,18,1889.897777777778,12.303564932949673,21901.034580286665
Shop 672,69,2,1649.95,3.1622776601683795,2024,1,1,1,1,5,At Risk,824.975,1649.95,2,824.975,12.303564932949673,10150.133480560156
Shop 673,470,2,4987.36,6.557438524302003,2023,1,1,1,1,2,At Risk,2493.68,4987.360000000001,2,2493.6800000000003,12.303564932949673,30681.153801997938
Shop 674,12,10,12292.8,4.152775985662691,2023,0,4,3,2,4,Promising,1229.28,15209.470000000001,12,1267.4558333333334,12.303564932949673,15124.526300776373
Shop 675,190,1,1967.69,0.0,2023,0,1,1,1,5,Dormant,1967.69,2525.32,2,1262.66,12.303564932949673,24209.60168291574
Shop 676,169,3,5087.25,3.9980463979298704,2023,0,1,1,1,4,At Risk,1695.75,8382.59,5,1676.518,12.303564932949673,20863.770235049407
Shop 677,41,6,11790.76,6.001220525834575,2023,0,2,2,2,2,At Risk,1965.1266666666668,13528.470000000001,7,1932.6385714285716,12.303564932949673,24178.06354480428
Shop 678,5,17,15873.97,3.8316461369029304,2023,0,5,4,3,4,Loyal,933.7629411764706,18447.670000000002,20,922.3835000000001,12.303564932949673,11488.61297874677
Shop 679,398,3,11667.03,8.009208072874456,2023,1,1,1,2,1,At Risk,3889.01,11667.029999999999,3,3889.0099999999998,12.303564932949673,47848.68705989061
Shop 680,7,7,7164.45,4.368175643750373,2023,0,5,2,2,4,Promising,1023.4928571428571,7987.38,9,887.4866666666667,12.303564932949673,12592.610826267326
Shop 681,44,3,4388.54,4.024232155883213,2023,0,2,1,1,4,At Risk,1462.8466666666666,6559.59,6,1093.265,12.303564932949673,17998.22895028232
Shop 682,398,3,14630.87,7.597001658631396,2023,1,1,1,3,1,At Risk,4876.956666666667,14630.87,3,4876.956666666667,12.303564932949673,60003.95302351513
Shop 683,36,24,327702.92,2.0286950184691226,2023,0,2,5,5,5,At Risk,13654.288333333332,331705.69,29,11438.12724137931,12.303564932949673,167996.42312238383
Shop 684,26,7,8859.24,5.998533370442839,2023,0,2,2,2,2,At Risk,1265.6057142857142,13421.29,11,1220.1172727272728,12.303564932949673,15571.462085226436
Shop 685,5,9,28071.22,7.258162109611671,2023,0,5,2,4,1,VIP,3119.0244444444447,34154.66,12,2846.221666666667,12.303564932949673,38375.1197796795
Shop 686,14,11,13598.39,3.7696083788549934,2023,0,3,3,2,4,At Risk,1236.2172727272728,18677.02,14,1334.0728571428572,12.303564932949673,15209.879486233955
Shop 687,350,4,5964.4400000000005,4.902351754236118,2023,0,1,1,1,3,At Risk,1491.1100000000001,6038.08,5,1207.616,12.303564932949673,18345.96870717059
Shop 688,72,8,22556.12,6.4252262075782935,2023,1,1,2,3,2,At Risk,2819.515,22556.12,8,2819.515,12.303564932949673,34690.085881925595
Shop 689,70,3,16332.65,8.701791948966427,2023,0,1,1,3,1,At Risk,5444.216666666666,22563.32,5,4512.664,12.303564932949673,66983.27326738015
Shop 690,0,37,65641.52,5.446551516855674,2023,0,5,5,5,2,VIP,1774.0951351351353,77271.71,41,1884.6758536585367,12.303564932949673,21827.69469236526
Shop 691,5,27,49429.6,4.872815584850032,2023,0,5,5,4,3,VIP,1830.7259259259258,58953.58,31,1901.7283870967742,12.303564932949673,22524.455304064042
Shop 692,23,12,28247.23,5.920518778796235,2023,0,3,3,4,2,At Risk,2353.9358333333334,34926.82,14,2494.772857142857,12.303564932949673,28961.802373413666
Shop 693,329,2,1223.45,3.464101615137755,2023,1,1,1,1,5,At Risk,611.725,1223.4499999999998,2,611.7249999999999,12.303564932949673,7526.398258608639
Shop 694,103,5,7152.4400000000005,4.0943475630695,2023,0,1,1,2,4,At Risk,1430.488,7189.26,6,1198.21,12.303564932949673,17600.10199380531
Shop 696,35,10,25284.69,5.869241431557149,2023,0,2,3,4,2,At Risk,2528.469,34532.26,13,2656.3276923076924,12.303564932949673,31109.182522450326
Shop 697,19,9,47665.88,9.271448294161376,2023,0,3,2,4,1,At Risk,5296.208888888888,53703.43,11,4882.13,12.303564932949673,65162.24996290968
Shop 698,23,5,8218.37,5.666395631063163,2023,0,3,1,2,2,At Risk,1643.6740000000002,10288.85,7,1469.8357142857144,12.303564932949673,20223.04978760112
Shop 699,72,6,31196.74,9.694457200098643,2023,0,1,2,4,1,At Risk,5199.456666666667,47864.76,9,5318.306666666667,12.303564932949673,63971.852714391396
Shop 700,15,17,33588.590000000004,5.536406066791906,2023,0,3,4,4,2,At Risk,1975.799411764706,41877.15,19,2204.0605263157895,12.303564932949673,24309.37635713083
Shop 701,15,11,29869.56,6.282381641409473,2023,0,3,3,4,2,At Risk,2715.4145454545455,37799.51,13,2907.6546153846157,12.303564932949673,33409.27917987602
Shop 702,0,19,87069.06,8.352105630002884,2023,0,5,4,5,1,VIP,4582.582105263158,107324.95999999999,21,5110.712380952381,12.303564932949673,56382.09649267848
Shop 703,12,6,38815.6,6.906308251873484,2023,0,4,2,4,1,Loyal,6469.266666666666,57497.86,10,5749.786,12.303564932949673,79595.04250190021
Shop 704,0,10,24226.73,5.56113337941941,2023,0,5,3,3,2,Loyal,2422.673,34999.270000000004,13,2692.251538461539,12.303564932949673,29807.51456680398
Shop 705,0,14,50740.17,5.643664125994181,2023,0,5,4,4,2,VIP,3624.297857142857,64232.41,15,4282.160666666667,12.303564932949673,44591.7840217075
Shop 706,15,21,23674.18,4.232872038484543,2023,0,3,5,3,4,At Risk,1127.3419047619047,27029.46,24,1126.2275,12.303564932949673,13870.32432687326
Shop 707,5,11,15156.11,4.261785281480852,2023,0,5,3,3,4,Loyal,1377.828181818182,22216.43,14,1586.8878571428572,12.303564932949673,16952.19850144799
Shop 708,100,3,1370.73,2.748482804312382,2023,0,1,1,1,5,At Risk,456.91,1407.5500000000002,4,351.88750000000005,12.303564932949673,5621.621853514035
Shop 710,20,35,41868.97,4.092402104967311,2023,0,3,5,4,4,At Risk,1196.2562857142857,50490.840000000004,43,1174.2055813953489,12.303564932949673,14718.21688773491
Shop 711,5,17,14314.41,3.6279622959304305,2023,0,5,4,3,4,Loyal,842.0241176470588,17219.16,20,860.958,12.303564932949673,10359.898406580243
Shop 712,37,13,20493.13,3.816299074711747,2023,0,2,4,3,4,At Risk,1576.3946153846155,25116.46,16,1569.77875,12.303564932949673,19395.273510336843
Shop 713,16,11,24494.28,5.1471134709063096,2023,0,3,3,3,3,At Risk,2226.752727272727,31439.56,13,2418.4276923076923,12.303564932949673,27396.996769622772
Shop 714,14,21,34032.66,7.054654910893889,2023,0,3,5,4,1,At Risk,1620.6028571428574,43595.06,31,1406.292258064516,12.303564932949673,19939.19248338091
Shop 715,16,22,64618.99,7.497679900147745,2023,0,3,5,5,1,At Risk,2937.226818181818,77199.12,27,2859.2266666666665,12.303564932949673,36138.36088030116
Shop 716,79,4,9772.15,5.496645474615947,2023,0,1,1,2,2,At Risk,2443.0375,14022.22,6,2337.0366666666664,12.303564932949673,30058.070514881034
Shop 717,0,12,44160.78,5.380848029789494,2023,0,5,3,4,3,VIP,3680.065,51378.26,14,3669.8757142857144,12.303564932949673,45277.91868497544
Shop 718,7,16,49548.03,5.522751845516378,2023,0,5,4,4,2,VIP,3096.751875,58689.409999999996,18,3260.5227777777777,12.303564932949673,38101.087775296146
Shop 719,9,15,18427.45,5.136178650841864,2023,0,4,4,3,3,Loyal,1228.4966666666667,20301.87,16,1268.866875,12.303564932949673,15114.888508245564
Shop 720,16,4,14954.86,4.05132961339505,2023,0,3,1,3,4,At Risk,3738.715,17777.88,6,2962.98,12.303564932949673,45999.52276829294
